αγγελία;annonce, avis {2};GF
αγγελία, ανακοίνωση, αναγγελία;annonce;FG
αγγελική;angélique {bot.};FG
αγγελικός {ή/ό};angélique {adj.};FG
αγγελισμός;angélisme;FG
άγγελος;angle;GF
αγγελούδι;angle;GF
αγγελούδι, άγγελος;angle;FG
αγγίζω;toucher;GF
αγγίζω, χαιδευώ;toucher;FG
Αγγλίδα;Anglaise;FG
αγγλικά;anglais {langue};FG
Αγγλικά;anglais;GF
Αγγλικά, τα ;langue anglaise {la};FG
αγγλικανικός {ή/ό};anglican {ane};GF
αγγλικανικός {ή/ό}, αγγλικανός {ή};anglican {ane};FG
αγγλικανισμός;anglicanisme;FG
αγγλικανός {ή};anglican {ane};GF
Αγγλικός;anglais;GF
αγγλικός-ή-ό;anglais;GF
αγγλικός-ή-ό, Αγγλικός, Αγγλικά;anglais;FG
αγγλισμός;anglicisme;FG
αγγλλοσαξονικός {ή/ό};anglo-saxon {onne};FG
αγγλολόγος;angliciste;FG
αγγλομανία;anglomanie;FG
Άγγλος ;Anglais;FG
Αγγλοσάξονας;Anglo-saxon;FG
αγγλόφιλος {η/ο};anglophile;FG
αγγλόφοβος {η/ο};anglophobe;FG
αγγλόφωνος {η/ο};anglophone;FG
αγγούρι ;concombre;FG
αγελάδα;vache;FG
αγελαδίτσα;vachette;GF
αγελαδίτσα, βακέτα;vachette;FG
αγένεια;impolitesse;FG
αγενής;impoli;FG
αγέρωχος {η/ο};altier {ère};FG
αγέρωχος {η/ο};altier {ère}, avantageux {euse};GF
Αγία Τράπεζα;autel;GF
αγιασμός;bénédiction;GF
αγιατολάχ;ayatollah;FG
αγιόκλημα;chèvrefeuille;FG
αγιοποίηση;canonisation;GF
αγιοποιώ;canoniser;GF
αγκαλιά ;bras {dans les bras};FG
αγκαλιά ;dans les bras;FG
αγκαλιά ;bras {dans les bras};GF
αγκαλιάζω;étreindre;FG
αγκαλιάζω;serrer dans les bras;FG
αγκαλιάζω;serrer dans les bras, étreindre;GF
αγκινάρα;artichaut;FG
αγκίστρι;hameçon;FG
άγκιστρο;crochet;GF
άγκιστρο, κροσέ, γάντζος, κυνόδοντας, βελονάκι;crochet;FG
αγκολέζικος {η/ο};angolais {e};FG
Αγκολέζος {α};Angolais {e};FG
αγκράφα;agrafe, boucle;GF
αγκράφα, περόνη, συνδετήρας, ράμμα;agrafe;FG
αγκρεγκασιόν;agrégation;GF
αγκρεγκασιόν, αφ;agrégation;FG
αγκύλωση;ankylose;FG
άγκυρα;ancre;GF
αγκυροβόλημα;ancrage;GF
αγκυροβολημένο;ancre;GF
αγκυροβολημένο, άγκυρα;ancre;FG
αγκυροβολώ;ancrer;GF
αγκώνας;coude;FG
αγνά;chastement;GF
αγνός {ή/ό};candide, chaste;GF
αγνός {ή/ό}, αφελής {ές};candide;FG
αγνότητα;chasteté;FG
αγνότητα;candeur, chasteté;GF
αγνότητα;candidement;GF
αγνότητα, αθωότητα, αγαθότητα;candeur;FG
αγνώνομαι;angoisser {s'};FG
αγνώνομαι;angoisser, angoisser {s'};GF
αγνώνομαι, αγνώνω;angoisser;FG
αγνώνω;angoisser;GF
αγνωσιαρχία;agnosticisme;GF
αγνωσιαρχία, αγνωστικισμός;agnosticisme;FG
αγνωστικισμός;agnosticisme;GF
αγνωστικιστής;agnostique;FG
άγνωστος;inconnu;FG
άγονος {η/ο};aride;GF
άγονος {η/ο}, άχαρος {η/ο}, δύσκολος, ξερός {ή/ό};aride;FG
αγορά;agora;FG
αγορά;marché;FG
αγορά;marché, achat, acquisition, agora;GF
αγοράζω;acheter;GF
αγοράζω, πληρώνω, εξαγοράζω;acheter;FG
αγοράκι;bonhomme;GF
αγοραστής;acquéreur;FG
αγοραστής;acheteur {euse}, acquéreur;GF
αγοραστής, πελάτης;acheteur {euse};FG
αγοραστική δύναμη;pouvoir d'achat;FG
αγοραφοβία;agoraphobie;FG
αγορεύω;harranguer;FG
αγορεύω;palabrer;FG
αγορεύω;palabrer, harranguer;GF
αγόρι;serveur;FG
αγόρι;garçon, serveur, serviteur;GF
άγουρος;vert {pas mûr};FG
αγραμματικότητα;agrammaticalité;FG
αγρανάπαυση;jachère;FG
άγρια νεραγκούλα;bouton-d'or;GF
αγριαγκινάρα;cardon;FG
αγριεύω;énerver {s'};FG
αγριεύω;énerver {s'}, être {se mettre} en boule;GF
αγριοβόρι;aquilon;FG
αγριόπαπια;canard sauvage;FG
άγριος;sauvage;GF
αγριοσαμπουκός;valériane;GF
άγριος-α-ο ;du sud;FG
άγριος-α-ο ;sud {du};FG
άγριος-α-ο ;du sud;GF
άγριος-α-ο ;dur, sauvage;GF
άγριος-α-ο ;sud {du};GF
αγρόκτημα;domaine;GF
αγρόκτημα, σφαίρα;domaine;FG
αγρός;champ;GF
αγρός, κάμπος, πεδίο, χωράφι;champ;FG
αγρότης;fermier;FG
αγρότης;paysan;FG
αγρότης;paysan, fermier, agriculteur;GF
αγρότης, γεωργός;agriculteur;FG
αγροτικός {ή/ό};agraire;FG
αγροτικός {ή/ό};champêtre;FG
αγροτικός {ή/ό};agraire, agricole, champêtre;GF
αγροτικός {ή/ό}, γεωργικος, γεωργικός {ή/ό};agricole;FG
αγυρτεία;charlatanisme;GF
αγύρτης;charlatan;GF
αγύρτης, τσαρλατάνος, κομπογιαννίτης;charlatan;FG
αγύρτικος {η/ο};charlatanesque;GF
αγχολυτικό;anxiolytique;GF
αγχολυτικός {ή/ό};anxiolytique;GF
αγχολυτικός {ή/ό}, αγχολυτικό;anxiolytique;FG
άγχος;anxieusement;FG
άγχος;stress;FG
άγχος;stress, angoisse, affres, anxiété, anxieusement;GF
άγχος, αγωνία, έννοια {n.};anxiété;FG
αγχωμένος {η/ο};angoissé {ée};FG
αγχωτικός {ή/ό};angoissant {e};FG
αγωγιάτης;caravanier;GF
αγωγιάτης, ιδιοκτήτης τροχόσπιτου;caravanier;FG
αγωγός;canalisation;FG
αγώνας;jeu // compétition;FG
αγώνας;match;FG
αγώνας;match, jeu // compétition;GF
αγωνία;angoisse, affres, anxiété;GF
αγωνία, άγχος;affres;FG
αγωνίζομαι με πείσμα;acharner {s'};GF
αγωνίζωμαι;combattre;FG
αγωνιστής;combattant sportif;FG
άδεια ;congé;FG
άδεια {2};feu vert;FG
άδεια {2};licence;FG
άδεια {2};autorisation, consentement, feu vert, licence;GF
άδεια {2}, συγκατάθεση {n.};autorisation;FG
άδεια {2}, συγκατάθεση {n.}, συναίνεση;consentement;FG
άδεια εκτυπώσεωσ;sanction {n.} {ancien,Droit};GF
άδεια οδηγήσεως;permis de conduire;FG
άδειο στομάχι {με...};jeun {à...};FG
άδειος {α/ο};innocupé {ée};FG
άδειος {α/ο};vide, innocupé {ée}, vacant {e};GF
αδελφή;soeur;FG
αδέλφια;frère // soeur;FG
αδέλφια;frères et sœurs;FG
αδέλφια;frères et sœurs, frères et soeurs, frère // soeur;GF
αδελφός;frère;GF
αδελφός [adhelfoss];frère;GF
αδελφός, αδελφός [adhelfoss];frère;FG
αδενίτιδα;adénite;FG
αδένωμα;adémone;FG
αδέξιος;maladroit;FG
αδήλος;incertain;FG
αδήλος;incertain, aléatoire;GF
αδιάβροχο;imperméable;FG
αδιάβροχο;imperméable, capuchon;GF
αδιαβροχοποίηση;caoutchoutage;FG
αδιαβροχοποιώ;caoutchouter;FG
αδιάκριτος;indiscret;FG
αδιάκριτος-η-ο;indiscret{ète};FG
αδιαφορία;indifférence;FG
αδιέξοδος;impasse;FG
αδικία;injustice;FG
αδικούμαι;être lésé;FG
αδικώ;faire du tort;FG
αδούλωτος;non asservi;FG
αδράνεια;apathie, atonie;GF
αδράνεια, ατονία;atonie;FG
αδρανήσ;souple {adj.};GF
αδρανής {ές};amorphe;GF
αδρανής {ές}, άμορφος {η/ο};amorphe;FG
αδρεναλίνη;adrénaline;FG
αδυναμία;faiblesse;FG
αδυναμία;faiblesse, carence;GF
αδύναμος;souffreteux;FG
αδυνατίζω;amaigrir;FG
αδυνατίζω;amaigrir {s'};FG
αδυνατίζω;maigrir;FG
αδυνατίζω;maigrir, amaigrir, amaigrir {s'}, amincir;GF
αδυνατίζω, λεππαίνω;amincir;FG
αδυνάτισμα;amaigrissement;FG
αδυνάτισμα;amincissement;FG
αδυνάτισμα;amaigrissement, amincissement;GF
αδύνατον;impossible;GF
αδύνατος;faible, maigre;GF
αδύνατος, φτωχός, αδύνατος-η-ο;maigre;FG
αδύνατος-η-ο;maigre;GF
αδύνατος-η-ο;mince;GF
αδύνατος-η-ο, λεπτός [α] [ο];mince;FG
Αδωνης;Adonis;FG
αεράκι;brise;GF
αέρας;air;FG
αέρας;vent;FG
αέρας;vent, air;GF
αεράτος {η/ο};vaporeux {euse};GF
αερίζω;aérer;GF
αέρινος {η/ο};vaporeux {euse};GF
αερισμένος {η/ο};aéré {ée};FG
αερισμός;aération;GF
αεριστήρας;ventilateur;FG
αεριώδες νερό;eau gazeuse;FG
αερόβιος {α/ο};aérobie;FG
αεροβίωση;aérobic;FG
αερόγραμμα;aérogramme;FG
αεροδιαστημικός {ή/ό};aérospatial {ale/ pl : aux};FG
αεροδρόμιο;aérodrome;FG
αεροδρόμιο;aéroport, aérodrome;GF
αεροδυναμική;aérodynamique;GF
αεροδυναμικός {ή/ό};aérodynamique;GF
αεροδυναμικός {ή/ό}, αεροδυναμική;aérodynamique;FG
αεροζόλ;aérosol;GF
αεροζόλ, αερόλυμα, σπρέι;aérosol;FG
αεροθάλαμος;chambre à air;GF
αερολέσχη;aéro-club {pl : aéro-clubs};FG
αερόλιθος;aérolithe;FG
αερολιμένας;aéroport;GF
αερολιμένας, αεροδρόμιο;aéroport;FG
αερολισθητής;aéroglisseur;GF
αερόλυμα;aérosol;GF
αερομεταφερόμενος {η/ο};aéroporté {ée};FG
αερομοντελισμός;aéromodélisme;FG
αεροπλάνο ;avion;FG
αερόπλοιο;aéronef;GF
αερόπλοιο, αεροσκάφος;aéronef;FG
αεροπορία;aviation;FG
αεροπορική μονάδα {n.};escadrille;FG
αεροπορικός {ή/ό};aérien {ne};FG
αεροπορικώς;par avion;FG
αεροπόρος;aviateur {trice};FG
αεροσκάφος;aéronef, appareil;GF
αεροσταθμός;aérogare;FG
αερόστατο;aérostat;FG
αεροστρωμένος σιδηρόδρομος;aérotrain;GF
αεροτρένο;aérotrain;GF
αεροτρένο, αεροστρωμένος σιδηρόδρομος;aérotrain;FG
αετιδέας;aiglon;GF
αετιδέας, αετόπουλο;aiglon;FG
αετίνα;aigle;GF
αετίτις;ancolie;FG
αετόπουλο;aiglon;GF
αετός;aigle;GF
αετός, αετίνα;aigle;FG
αετοφωλιά;aire;GF
αζαλέα;azalée;FG
αζιμούθιο;azimut;FG
αζουριά;bleuet;GF
άζωτο;azote;FG
αθεϊσμός;athéisme;FG
άθεος;athée;FG
αθετώ υποχρέωση {v.};omettre {V+comp};FG
αθήρωμα;athérome;FG
αθλητής;athlète, brasseur {euse};GF
αθλητής, αθλήτρια;athlète;FG
αθλητής, κολύμβησης στο πρόσθιο;brasseur {euse};FG
αθλητικός;athlétique;FG
αθλητικός;sportif;FG
αθλητικός;sportif, athlétique;GF
αθλητισμός;athlètisme;FG
αθλήτρια;athlète;GF
άθλιος;dédaigneux;GF
αθώος;innocent;FG
αθωότητα;innocence;FG
αθωότητα;innocence, candeur, candidement;GF
αθωώνω;acquitter, blanchir {2};GF
αθώωση;acquittement;GF
αθώωση, καταβολή {n.}, εξόφληση, πληρωμή {n.};acquittement;FG
αίγαγρος;bouquetin;FG
αίγαγρος;bouquetin, chamois;GF
αίγλη;aura;FG
Αιγόκερως;Capricorne;FG
αίθουσα;salle, hall, vestibule;GF
αίθουσα, χωλ;hall;FG
αίθουσα, χωλ;vestibule;FG
αίθριος/α/ο;ensolleillé;FG
αϊκίντο;aïkido;FG
αίμα;sang;FG
αιμοκάθαρση;dialyse;FG
αιμορραγώ;chaigner;FG
αιμοφόρα αγγεία;vaisseaux sanguins;FG
αιολικός {ή/ό};éolien {ienne};FG
αισθάνομαι;sentir {sentiment};FG
αίσθημα;sentiment;GF
αίσθηση;sens, impression ;GF
αισθητά;sensiblement;FG
αισθητός {ή/ό};appréciable;GF
αισιοδοξία;optimisme;FG
αισιόδοξος;optimiste;FG
αισιοδοξώ;être optimiste;FG
αισχρός;cochon crasseux mauvais obscèn;FG
αίτηση;demande;FG
αιτία;cause;FG
αιτιατική;accusatif;FG
αιτιολογικός {ή/ό};causal {ale};FG
αιτιολογώ;donner des raisons;FG
αιτιολογώ;motiver;FG
αιτιολογώ;motiver, donner des raisons;GF
αιτιότητα;causalité;FG
αιφνίδια;brutalement;GF
αιφνίδιο;brutalité;GF
αιφνίδιος {α/ο};brutal {e/plu: aux};GF
αιχμαλωσία;captivité;FG
αιχμαλωσία;capture;GF
αιχμαλωτίζω;capturer;GF
αιχμαλωτίζω;capter;GF
αιχμή;pointe, affluence;GF
αιχμή, καρφίτσα;pointe;FG
αιχμηρός {ή/ό};aigu {ë};GF
αιώνιος {α/ο};éternel {elle};GF
αιωρούμενος {η/ο};ballant {e};GF
ακαδημαϊκός;académicien {nne};FG
ακαδημαϊκός;académique, académicien {nne};GF
ακαδημαϊκός {ή/ό};académique;GF
ακαδημαϊκός, ακαδημαϊκός {ή/ό};académique;FG
ακαδημία;académie;GF
ακαδημία, σχολή;académie;FG
ακαθόριστος {η/ο};vague {adj};GF
ακαθόριστος {η/ο}, ασαφής {ές}, αμυδρός {ή/ό};vague {adj};FG
ακακία;acacia;FG
άκανθα;arête;GF
άκανθος;acanthe;FG
ακάρια;acariens;FG
ακατάλληλος;inapproprié;FG
ακατάλληλος;inopportun;FG
ακατάλληλος;inopportun, inapproprié;GF
ακαταστασία;bordel {pagaille};FG
ακατάστατο;bordélique;FG
ακατάστατος;désordonné;FG
ακατάστατος;instable;FG
ακατάστατος;désordonné, instable;GF
ακατάστατος {η/ο};brouillon {onne}, cafouilleux {euse};GF
ακατάστατος {η/ο}, τα, τσαπατσούλης {α};brouillon {onne};FG
ακατέργαστος {η/ο};brut {e};GF
ακατόρθωτος;infaisable;FG
ακατόρθωτος;impossible, infaisable;GF
άκατος;chaloupe;FG
ακετόνη;acétone;GF
ακέφια;mauvaise humeur;FG
ακεφιά;cafard;GF
άκεφος;de mauvaise humeur;FG
άκεφος {η/ο};cafardeux {euse};GF
άκεφος {η/ο}, καταθλιπτικός {ή/ό};cafardeux {euse};FG
ακίδα;aiguille;GF
ακίνδυνος;sans danger;FG
ακινητεί;immobile {il est immobile};FG
ακίνητος;immobile;GF
ακίνητος-η-ο;immobile;GF
ακίνητος-η-ο, ακίνητος;immobile;FG
ακμή;acné;FG
ακμή;acné, arête;GF
ακμή, ράχη, άκανθα;arête;FG
ακοή;audition;GF
ακόλουθος;acolyte, attaché {ée};GF
ακολουθώ;suivre, poursuivre;GF
ακολουθώ, διαδέχομαι, παρακολουθώ;suivre;FG
ακολουθώ, καταδιώκω, διώκω;poursuivre;FG
ακόμα;encore;GF
ακόμα, ακόμη-α, πάλι;encore;FG
ακόμη κι αν;alors même que;FG
ακόμη κι αν;même si;FG
ακόμη κι αν;même si, alors même que;GF
ακόμη-α;encore;GF
ακομπανιάρισμα;accompagnement;GF
ακομπανιάρισμα, γαρνιτούρα, συνοδεία;accompagnement;FG
ακομπανιάρω;accompagner;GF
ακομπανιάρω, συνοδεύω;accompagner;FG
ακονίζω;affiler, affûter, aiguiser;GF
ακονίζω, οξύνω, ανοίγω;aiguiser;FG
ακονίζω, τροχίζω;affiler;FG
ακόνισμα;aiguisage;FG
ακόνισμα;affilage, affûtage, aiguisage;GF
ακόνισμα, τρόχισμα;affilage;FG
ακόνισμα, τρόχισμα;affûtage;FG
ακονισμένος {η/ο};acéré {ée};GF
ακόνιτο;aconit;FG
ακόντιο;javelot, jalon;GF
ακόντιο, δόρυ;javelot;FG
ακοόγραμμα;audiogramme;FG
ακορντεόν;accordéon;FG
ακορντεονίστας;accordéoniste;FG
ακοστάρω;accoster;GF
ακοστάρω, διπλαρώνω, αράζω, πλευρίζω;accoster;FG
ακουαμαρίνα;aigue-marine;GF
ακουαρέλα;aquarelle;GF
ακουαρέλα, υδατογραφία;aquarelle;FG
ακουαρελίστας;aquarelliste;GF
ακουαρελίστας, υδατογράφος;aquarelliste;FG
ακουάριο;aquarium;GF
ακουμπάω;casquer {pop.};GF
ακουμπώ;accoter;FG
ακουμπώ;adosser;FG
ακουμπώ;appuyer, accoter, adosser, appliquer;GF
ακούραστος;infatiguable;FG
ακουστά;connaissant;FG
ακουστικό ;écouteur;FG
ακουστικός {ή/ό};auditif {ive};FG
ακουστικός {ή/ό};acoustique, auditif {ive};GF
ακουστός;connu;GF
ακουστός {ή/ό};audible;FG
ακούω;entendre;GF
ακούω [acouo];entendre;GF
ακούω [acouo], ακούω;entendre;FG
ακούω με προσοχή;prêter l'oreille;FG
ακρα και κεφάλι ζώου;abats;GF
ακρα και κεφάλι ζώου, εντόσθια;abats;FG
άκρη;bord ;FG
άκρη;bout, bord ;GF
άκρη του τραπεζιού;bord de la table;FG
ακριβά;chèrement;FG
ακριβαίνω;comprendre dans le prix;FG
ακριβαίνω;comprendre dans le prix, augmenter;GF
ακρίβεια;exactitude;FG
ακρίβεια;précision;FG
ακρίβεια;exactitude, précision;GF
ακριβής;exact;FG
ακριβής;précis;FG
ακριβής;exact, précis;GF
ακριβός;coûteux, cher;GF
ακριβός, αγαπητός;cher;FG
ακριβός-ή-ό ;cher/chère;FG
ακριβώς;exactement / juste;FG
ακριβώς;exactement, exactement / juste;GF
ακριβώς [acrivoss];exactement;GF
ακριβώς [acrivoss], ακριβώς;exactement;FG
ακροάζομαι;ausculter;FG
ακροαματικότητα;audimat;FG
ακρόαση;audience, auscultation;GF
ακρόαση, εύνοια, συνεδρίαση;audience;FG
ακρόαση, σ;auscultation;FG
ακροατήριο;auditoire;FG
ακροατής {ακροάτρια};auditeur {trice};FG
ακροβασία;acrobatie;FG
ακροβάτης;acrobate, cascadeur {euse};GF
ακροβάτης, σαλταδόρος;acrobate;FG
ακροβατικός {ή/ό};acrobatique;FG
ακρογιάλι;bord de mer;FG
ακροθαλασσιά;bord de la mer;FG
ακροκέραμος;acrotère;GF
ακροπελαγίσια;rivage;GF
ακροπελαγίσια, ακτογραμμή, γιαλός;rivage;FG
ακρόπολη;acropole;FG
ακρόπτερο;aileron;GF
ακρόπτερο, πτερύγιο;aileron;FG
ακροστιχίδα;acrostiche;FG
ακρυλικό;acrylique;FG
ακρωτήρι;cap;GF
ακρωτήρι, κάβος;cap;FG
ακρωτηριάζω;amputer;GF
ακρωτηριάζω, κόβω;amputer;FG
ακρωτηριασμένος {η/ο};amputé {ée};FG
ακρωτηριασμός;amputation;GF
ακρωτηριασμός, αφαίρεση;amputation;FG
ακρωτήριο;acrotère;GF
ακρωτήριο, ακροκέραμος;acrotère;FG
ακτή;plage, côte;GF
ακτή, πλευρό{του πλευρού / των πλευ}, πλαγιά;côte;FG
ακτιβισμός;activisme;FG
ακτιβιστής;activiste;FG
ακτίνα;rayon X;FG
ακτινίδιο {bot.};kiwi;GF
ακτινοβολία;radiothérapie;FG
ακτινοβολία;rayonnement;FG
ακτινοβολία;radiothérapie, rayonnement;GF
ακτινοβολώ;chatoyer;GF
ακτινοβολώ, γυαλίζω, αστράφτω;chatoyer;FG
ακτινογραφία;radiographie;FG
ακτογραμμή;rivage;GF
ακτοπλοϊα;cabotage;FG
ακτοπλοϊκό καράβι;caboteur;GF
ακτοπλοϊκό καράβι, ακτόποιο;caboteur;FG
ακτοπλοώ;caboter;FG
ακτόποιο;caboteur;GF
ΑΚΥΒΕΡΝΗΤΟ;ingouvernable;GF
ακυβέρνητος;ingouvernable;GF
ακυβέρνητος, ΑΚΥΒΕΡΝΗΤΟ;ingouvernable;FG
άκυρος {η/ο};caduc {caduque};GF
άκυρος {η/ο}, ανίσχυρος {η/ο}, ξεπερασμένος {η/ο};caduc {caduque};FG
ακυρώνvω;résoudre;FG
ακυρώνvω;abolir, annuler, résilier, résoudre;GF
ακυρώνω;casser {juridique};FG
ακυρώνω;abroger, casser;GF
ακύρωση;abrogation, annulation, cassation;GF
ακύρωση, κατάργηση;annulation;FG
ακυρώσιμος {η/ο};abrogeable;GF
ακυρωτικός {ή/ό};abrogatif {ve};FG
αλάβαστρο;albâtre;FG
αλαζονεία;vantardise, hauteur {1};GF
αλαζονεία, έπαρση, αρχοντιλίκι, ανάστημα;hauteur {1};FG
αλαζονικός {ή/ό};vantard {e};GF
αλαζονικός {ή/ό}, καυχησιάρης {άρα/ικο};vantard {e};FG
αλαμπουρνέζικα;baragouin;FG
αλατίζω;saler;FG
αλατισμένο νερό;eau salée;FG
αλάτων;sels {de};FG
Αλβανός;Albanais;FG
άλγεβρα;algèbre;FG
αλγεβρικά;algébriquement;FG
αλγεβρικός {ή/ό};algébrique;FG
αλγερινά;algérien {langue};FG
Αλγερίνος;Algérien;FG
αλγόριθμος;algorithme;FG
αλέα;allée;FG
αλεγκρέτο;allegretto;FG
αλέγρος {α/ο};allègre;GF
αλέθω;broyer;FG
αλεξανδρινός στίχος;alexandrin;FG
αλεξικέραυνο;paratonnerre;FG
αλεξίπτωτο;parachute;FG
αλεπού;renard;FG
άλεσμα;broyage {ou broiement};FG
αλεσμένη;bouillie;GF
αλεσμένη, νιανιά;bouillie;FG
αλέτρι;charrue;GF
αλέτρι, άροτρο;charrue;FG
αλεύρι;farine;GF
Αλεύρι για όλες τις χρήσεις ;farine pour tous les emplois;FG
αλεύρι, γεύμα;farine;FG
αληγής;alizé;FG
αλήθεια;vérité;FG
αληθινός;TRUE;GF
αληθινός {ή/ό};authentique;GF
αληθινός, γνήσιος;TRUE;FG
αλητεία;vagabondage;GF
αλητεία, πέταγμα;vagabondage;FG
αλήτης;vagabond;FG
αλιεύει;pêcher {il pêche};FG
Αλιευτικό;pêche {de};FG
αλιευτικό πλοίο;bateau de pêche ;FG
αλιευτικό πλοίο;chalutier, bateau de pêche ;GF
αλιζές;alezan {cheval};FG
άλκαλι;alcali {chim.};GF
άλκαλι, αλκάλιο η αμμωνία;alcali {chim.};FG
αλκαλικός {ή/ό};alcalin {e};FG
αλκάλιο η αμμωνία;alcali {chim.};GF
αλκαλοειδές;alcaloïde;FG
αλκόβα;alcôve;GF
αλκοεξέταση;alcootest {ou alcotest};GF
αλκοεξέταση, αλκοτέστ;alcootest {ou alcotest};FG
αλκοόλ;alcool;GF
αλκοόλ, οινόπνευμα;alcool;FG
αλκοολαιμία;alcoolémie;FG
αλκοολικός;alcoolique;FG
αλκοολισμός;alcoolisme;FG
αλκοτέστ;alcootest {ou alcotest};GF
αλλά;toutefois, mais;GF
άλλα λόγια;c'est-à-dire;GF
αλλαγή;changement;GF
"αλλαγή, μεταβολή;";changement;FG
αλλάζει το πράγμα!;ça change tout!;FG
αλλάζω;changer, varier;GF
αλλάζω αέρα;changer d'air;FG
αλλάζω πορεία;changer de cap;FG
αλλάζω πορεία;virer de bord;FG
αλλάζω πορεία;virer de bord, changer de cap;GF
αλλάζω χρήματα;changer de l'argent;FG
αλλάζω, ποικίλλω, κυμαίνομαι, εναλλάσω;varier;FG
αλλαντίαση;botulisme;GF
αλλαντίαση, βατουλισμός;botulisme;FG
αλλαντικά;charcuterie;GF
αλλαντικά {τα};charcuterie;GF
αλλαντοποιία;charcuterie;GF
αλλαντοποιός {πώλισσα};charcutier {ière};GF
αλλαντοποιός {πώλισσα}, αλλαντοπώλης {ισσα};charcutier {ière};FG
αλλαντοπωλείο;charcuterie;GF
αλλαντοπωλείο, αλλαντικά, αλλαντικά {τα};charcuterie;FG
αλλαντοπώλης {ισσα};charcutier {ière};GF
αλλεργία;allergie;FG
αλλεργικός {ή/ό};allergique;FG
αλλεργιογόνος {ο};allergène;FG
αλλεργιολόγος;allérgologue {allergologiste};FG
αλλεργολογία;allergologie;FG
αλληγορία;allégorie;FG
αλληγορικά;allégoriquement;FG
αλληγορικός {ή/ό};allégorique;FG
αλληλογραφία;correspondance;FG
αλληλογραφία;courrier;FG
αλληλογραφία;correspondance, courrier;GF
αλληλοζηλεύονται;jalouser {se};FG
Αλληλούια !;alléluia !;FG
αλληλουχία;association {2};GF
